Crash Id,Date,Location,City,Aboard,Fatalities,Summary,Year
1040,08/29/1997,"Puerto Inirida, Venezuela",Puerto Inirida,12.0,12.0,Collided with a Cessna 206 (OB-1450) and crashed 3 miles from the airfield. Six killed on the Pilatus and 6 on the Cessna,1997
1041,09/03/1997,"Phnom Penh, Cambodia",Phnom Penh,66.0,65.0,"The plane was on a flight from Ho Chi Minh City to Phnom Penh when it crashed while making an approach to Pochentong International Airport in heavy rain. The plane clipped palm trees and exploded in flames after crashing into a rice paddy, one-half mile from the runway. The only survivor was a one-year-old boy. Pilot error. The captain failed to heed the warnings of the flight engineer and first officer that the plane was flying too low and failed to abort the landing.",1997
1042,09/06/1997," Miri, Malaysia", Miri,10.0,10.0,Struck tree tops and crashed into Lambir Hill while on approach to land at Miri.,1997
1043,09/12/1997," Uvira, Zaire", Uvira,22.0,22.0,The aircraft was destroyed when it flew into a hillside during an approach to Uvira.,1997
1044,09/13/1997," Namibia, Africa", Namibia,33.0,33.0,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications.",1997
1045,09/26/1997,"Buah Nabar, Indonesia",Buah Nabar,234.0,234.0,The aircraft crashed into mountainous terrain 15 minutes before it was due to land at Medan on a flight from Jakarta. The aircraft crashed 20 miles from the airport. Combination of ATC errors in directing the plane in the wrong direction into mountainous terrain and the crew setting and using their instruments incorrectly. Contributing to the accident was impared visibility due to smoke from forest fires in the area.,1997
1046,10/08/1997," Montrose, Colorado", Montrose,9.0,9.0,"Collided with terrain at the 9,900 foot level on the Uncompahgre Plateau. The pilot's failure to maintain sufficient airspeed for undetermined reasons while maneuvering the airplane near maximum gross weight and aft center of gravity in or near instrument meteorological conditions, which resulted in a loss of control and entry into a stall/spin.",1997
1047,10/10/1997,"Nuevo Berlin, Uruguay",Nuevo Berlin,74.0,74.0,"The aircraft crashed  near Nuevo Berlin, a town on the banks of the Uruguay River, after changing its route to avoid heavy rain and hail. A crater 25 feet deep crater was created where the plane crashed into the earth.  Icing of the pitot tubes. The pitot tubes froze after the aircraft passed through 49,000 ft. giving false speed readings leading to loss of control of the aircraft.",1997
1048,10/10/1997,"Taipei, Taiwan",Taipei,5.0,5.0,Crashed in poor weather after a go-around.,1997
1049,10/12/1997,"Monterey Bay,  Pacific Grove, California",Monterey Bay,1.0,1.0,"The aircraft had just finished performing 3 touch-and-go landings at Monterey Peninsula Airport. Shortly after taking off a fourth time, witnesses heard the engine make popping noises, bank to the right, pitch up, and go into a steep dive from about a  500 foot altitude and crash into the sea about 150 yards offshore. Singer John Denver, 53, who was piloting the plane, was killed. Denver, an experienced pilot with over 2,800 flying hours, had only a little over an hour in the experimental plane. The accident was caused by the inadvertent application of right rudder by the pilot as he attempted to manipulate the fuel selector handle. The unmarked fuel selector handle in this aircraft was located in a hard to reach area behind the pilot's left shoulder, instead of between his legs. This required removing his harness and reaching behind. While turning around, he inadvertently pressed down on the plane's right rudder pedal causing the aircraft to roll and go into a dive.  Contributing factors were, Denver took off with too little fuel in one tank which led to the necessity of switching to his backup tank. Also it was difficult to determine how much fuel was in the tanks due to the unmarked fuel quantity sight gauge.",1997
1050,10/29/1997,"Jalal-Abad, Afghanistan",Jalal-Abad,26.0,2.0,Crashed during a landing attempt.,1997
1051,11/08/1997," Barrow, Alaska", Barrow,8.0,8.0,"A few minutes after takeoff a distress call was received from the aircraft after which it ditched into the sea 200 yards offshore. The pilot's disregard for lateral fuel loading limits, his improper removal of frost prior to takeoff, and the resulting inadvertent stall/spin. Factors involved in this accident were the improper asymmetrical fuel loading which reduced lateral aircraft control, the self-induced pressure to takeoff on time by the pilot, and inadequate surveillance of the company operations by company management.",1997
1052,12/05/1997,"Irkutsk-2, Russia",Irkutsk-2,23.0,23.0,"The military aircraft, bound for Vladivostok, crashed into a residential neighborhood twenty seconds after taking off. All four engines failed after the computer system began shutting them down shortly after takeoff.  Design flaw which led to uncoordinated operation of the high-pressure compressors.",1997
1053,12/09/1997,"Little Grand Rapids, Canada",Little Grand Rapids,17.0,4.0,"Crashed during the second approach right of the approach path. While the aircraft was being manoeuvred at a very low level in marginal weather, it descended after an abrupt turn and flew, in controlled flight, into the terrain. Crew procedural error. The aircraft was 1,000 pounds heavier than the maximum allowable weight.  The GPS installed in aircraft was not approved as a primary navigational aid.",1997
1054,12/13/1997,"La Veriente, Bolivia",La Veriente,19.0,10.0,"During take off, shortly after the landing gear was retracted, one of the aircraft's engines lost power and the propeller autofeathered. The aircraft rolled to the right, struck trees and crashed inverted.",1997
1055,12/15/1997,"Sharjah, United Arab Emirates",Sharjah,86.0,85.0,The aircraft crashed and burned while making an attempt to land. A number of errors by the crew resulted in the acccident. Not maintaining the height indicated during the last contact with the ATC. Not following instructions from the ATC. Crew fatigue and turbulence in the area contributed to the accident.,1997
1056,12/17/1997,"Fotina, Greece",Fotina,70.0,70.0,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain.",1997
1057,12/19/1997," Palembang, Indonesia", Palembang,104.0,104.0,"The plane disappeared off radar screens and shortly after, crashed into the Musi River. The plane, almost brand-new, cruising in good weather and with an experienced crew, suddenly left normal flight from 35,000 feet and crashed at a high rate of speed into the Sumatran jungle. The right wing and parts of the rudder separated from the aircraft before it crashed. The Indonesian National Transportation Committee found that there was insufficient evidence to find a cause for the accident. The U.S. National Transportation Safety Board strongly disagreed and stated the jet's cockpit voice recorder was intentionally disconnected and its flight controls placed in a nose-down position most likely by the captain. While the U.S. NTSB stopped short of using the term suicide, its dissenting report made it clear it believed the crash was the result of actions by the captain. In July 2004 a California jury found the manufacturer of the PCU valve that controls rudder responsible for the accident after the valve was located and showed defects which may have led to a rudder hardover.",1997
1058,12/20/1997,"Tanagra, Greece",Tanagra,5.0,5.0,Crashed in the Pastra mountains while searching for the wreckage of an Aerosweet Yak-42 that was missing.,1997
1059,12/27/1997,"Atlantic Ocean, off Angola",Atlantic Ocean,5.0,5.0,Went missing while en route. May have been shot down.,1997
1060,12/28/1997,  Pacific Ocean,  Pacific Ocean,393.0,1.0,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries.",1997
